,mean,std,rms,skew,kurtosis,crest_factor,peak,margin,env_peak_freq,env_total_energy,env_energy_ratio_0,env_energy_ratio_1,env_energy_ratio_2,env_energy_ratio_3,env_energy_ratio_4,fft_energy_ratio_0,fft_energy_ratio_1,fft_energy_ratio_2,fft_energy_ratio_3,fft_energy_ratio_4,fft_peak_freq,file,label
0,-7.004813395994347e-18,1.0,1.0,0.01573449317760858,0.16067299828528503,4.931892076381763,4.931892076386695,6.21923303617554,0.0,116389215770.24806,0.8980584746896471,0.015061643236043788,0.02070762257820508,0.04323077328877786,0.022941467356507206,0.0001245778401917058,0.019484072531779695,0.2633312879416029,0.3601580883213445,0.35690197334421286,1325.75,./data\target\A.mat,
1,1.4828416272649747e-17,1.0,1.0,0.024922869319359685,1.577212049496843,8.609131729131175,8.609131729139785,11.241626648550746,0.0,112980666890.61108,0.8960448758251696,0.015707477868224018,0.022100945972255946,0.04743916192671626,0.018707537882422364,0.0002693094319935446,0.01221906198312134,0.1226882739888184,0.3547733741946444,0.5100499803877085,1939.125,./data\target\B.mat,
2,-1.394717674685353e-18,1.0,1.0,0.0260500207948674,24.234201031420547,12.314558325372412,12.314558325384727,23.682658391952017,0.0,87361133570.36334,0.871802200517076,0.05526991337899347,0.03419420489430632,0.028849257095291927,0.009884423730239223,9.553199512377138e-05,0.0020869012211887574,0.034368168000163506,0.05785134009477042,0.9055980586545153,1944.0,./data\target\C.mat,
3,6.066327995490894e-18,1.0,1.0,0.008776915018228594,0.060442304244462175,4.302604044339626,4.302604044343929,5.40755156115115,0.0,116728961335.80223,0.9023975074945801,0.018287418238851084,0.02722174549869829,0.04264001045647097,0.009453317058971141,3.449011897694674e-05,0.004040579518606087,0.03319343995998355,0.2479631067590937,0.7147683836429509,6625.5,./data\target\D.mat,
4,-9.086481567166516e-18,1.0,1.0,-0.07778120244352574,34.35551696967096,13.113482477261218,13.113482477274333,28.788365199911734,0.0,82234708198.58514,0.8614057255170001,0.04174826058790479,0.038367388267270174,0.03840323499714196,0.020075383293189607,6.853441595163746e-05,0.004773260099902683,0.08567254456687372,0.0821227833651843,0.8273628775493548,1521.75,./data\target\E.mat,
5,1.0012823903338131e-17,1.0,1.0,0.005337806500928902,0.07636203971139155,4.482244837151515,4.4822448371559975,5.637772071317376,0.0,116662610513.54941,0.8999001684038991,0.016922579338346337,0.021946963848278645,0.04464490780518166,0.01658538043338598,5.815595266813539e-05,0.008150836975218664,0.079021953703257,0.2715823851975248,0.6411866681671615,1325.5,./data\target\F.mat,
6,-4.551914400963142e-18,1.0,1.0,0.003741408687822221,1.5827707194917529,8.057565841887422,8.05756584189548,10.573498336598039,0.0,112480083514.41881,0.8969156634282918,0.013552764783491825,0.021602950067130373,0.0508783599408791,0.017050252246405807,0.00043342361502475844,0.01402960309347793,0.11858646764610027,0.3679670851055354,0.498983420528519,2176.5,./data\target\G.mat,
7,-1.526730131207188e-17,1.0,1.0,-0.09243577342022388,0.45263412338438824,6.040779701807997,6.040779701814039,7.687870265232874,0.0,115216528556.9117,0.8962394534341795,0.014973894192342187,0.018853204009716518,0.04051017096406427,0.029423275087423977,0.00011551678986161555,0.03314938674688376,0.2412739673246101,0.1963874004176078,0.5290737287128431,1984.0,./data\target\H.mat,
8,8.325805322950686e-18,1.0,1.0,-0.026474457849296345,16.45282976951091,11.83658184617774,11.836581846189578,18.831510186453272,0.0,97460915950.2503,0.8747495249186605,0.05209454266137059,0.035700808787671894,0.029663201752893352,0.007791916064665339,4.184618353607782e-05,0.0032645730036947674,0.03218493168520691,0.10319843644274869,0.8613102126847613,2031.75,./data\target\I.mat,
9,4.246603069191224e-18,1.0,1.0,0.022269753153167218,31.4519275389661,15.063862998728647,15.063862998743712,28.501312555744065,0.0,88163934653.152,0.8709634120592191,0.064701897827497,0.03429119789087789,0.021338048796840554,0.00870544327571865,3.3037765883213866e-05,0.0026934967353058185,0.026221377678401204,0.07532039584256377,0.8957316919777402,7861.5,./data\target\J.mat,
10,1.0824674490095276e-18,1.0,1.0,0.08569454125160719,0.20270834056892806,4.958458427699874,4.958458427704833,6.2822118927928585,0.0,115534040243.52654,0.8990859485137729,0.018119475610958988,0.017117284912997997,0.03684238390647735,0.028834890486470085,0.0008801405598679766,0.059338294368974434,0.3302383872365983,0.18381498490530224,0.4257281929292569,1239.25,./data\target\K.mat,
11,-1.0429157537572563e-17,1.0,1.0,0.0012889342435938081,0.5835705234146364,6.121724276820355,6.121724276826477,7.824248620357734,0.0,115019672428.82327,0.904372741418866,0.01602463398777626,0.018400804787896793,0.04417275366511817,0.017029063238485596,0.0002290414814803024,0.004672946488838747,0.08324880008913393,0.25600940272760553,0.655839809202781,2076.625,./data\target\L.mat,
12,2.4022450695326826e-17,0.9999999999999999,0.9999999999999999,0.008732004881907436,0.2522563803189781,4.971009033809927,4.971009033814897,6.313643311652855,0.0,115470273764.8153,0.9004020051183752,0.01791277978203703,0.017710983550601276,0.038768593961447606,0.025205619290978604,0.0004922651660336176,0.07131224057793308,0.29614203004660533,0.21692664239857046,0.41512682181085536,1237.875,./data\target\M.mat,
13,-2.9871938256320616e-17,1.0,1.0,-0.033680121772383685,9.56180613028876,16.352406937710782,16.352406937727135,21.651551568670026,0.0,111606523167.3744,0.8852503176488689,0.019697766070536894,0.027051463771936887,0.04173166359879413,0.02626878059773556,0.0001631327647462781,0.0070351444301230805,0.1485701514091308,0.2928378376326161,0.5513937337632753,1735.625,./data\target\N.mat,
14,9.0951551845464e-18,1.0,1.0,0.016989815343312894,1.2054657423284998,6.875820988119702,6.875820988126578,8.956352211622471,0.0,113141899945.63124,0.8953401930096646,0.012993001335788143,0.021054560955535744,0.04968710134417305,0.020925142721350588,0.0005191271306722947,0.018491223612606987,0.14698774343683962,0.355032818450237,0.4789690873220992,2179.125,./data\target\O.mat,
15,-1.1119577481011334e-17,0.9999999999999999,0.9999999999999999,0.013632585674482322,0.08422007492068984,4.303590438971578,4.303590438975881,5.415246008507561,0.0,116598736821.00356,0.9013046222455969,0.017071507233741418,0.02971049873537334,0.043610692307653055,0.008302679474265585,6.195041016488367e-05,0.004579558003602137,0.03211829186527897,0.2783654282683298,0.6848747714346937,6716.5,./data\target\P.mat,
