,mean,std,rms,skew,kurtosis,crest_factor,peak,margin,env_peak_freq,env_total_energy,env_energy_ratio_0,env_energy_ratio_1,env_energy_ratio_2,env_energy_ratio_3,env_energy_ratio_4,fft_energy_ratio_0,fft_energy_ratio_1,fft_energy_ratio_2,fft_energy_ratio_3,fft_energy_ratio_4,fft_peak_freq,file,label
0,-2.567486190028947e-18,1.0,1.0,0.02690923209519247,13.250430043976895,14.612963526783226,14.61296352679784,21.71993241865269,0.0,165323275282.1574,0.9427989218583482,0.02003261931158252,0.025232617481405668,0.011774307713444898,0.00016153363521849263,0.0013365632790969515,0.04766554989014834,0.13840819522397074,0.810908539781913,0.0016811518248707911,1383.6706622126153,./data\source\1730_B_14_DE12.npz,B
1,7.304422936683863e-18,0.9999999999999999,0.9999999999999999,0.10533200686441818,15.765594389421523,17.286842686563723,17.286842686581007,25.39802849875932,0.0,165526032431.5893,0.9545199560874268,0.01842130798035375,0.017929436635152462,0.007599602997951739,0.0015296962932047392,0.0014946584580919687,0.03768581499348885,0.06453101730972731,0.8899609927319618,0.006327516505709598,1383.0946335691572,./data\source\1730_B_14_DE48.npz,B
2,-5.097649070250166e-18,0.9999999999999999,0.9999999999999999,-0.0004250382749159221,6.678928109576644,11.412752637214947,11.412752637226358,16.29379540108443,0.0,167570030340.7483,0.9570965599832639,0.015400356842635307,0.019015772843528827,0.00840636153648329,8.09487940887115e-05,0.0007562719140216956,0.015772734970707483,0.06528184576163015,0.9165945450408711,0.0015946023127696683,1001.2534237036349,./data\source\1730_B_14_FE.npz,B
3,7.710639620081622e-18,0.9999999999999999,0.9999999999999999,0.0042454808388923595,0.11094687528734148,4.919073609427106,4.919073609432025,6.199066593785959,0.0,188441898386.3114,0.9340382850516066,0.013102045252285054,0.030855085042587875,0.02168179528196972,0.0003227893715505934,0.0011609662284886913,0.05942209349707688,0.2190603959437264,0.7098511367067839,0.010505407623924164,1387.207702888583,./data\source\1730_B_21_DE12.npz,B
4,1.3090626081638475e-17,0.9999999999999999,0.9999999999999999,0.04364063653129192,15.727839744170737,11.136843899015512,11.136843899026648,17.15677585485541,0.0,160078033439.09436,0.9711886892470197,0.010139935470178761,0.01681419353104532,0.0016261377383258344,0.00023104400676730798,8.096449531565379e-05,0.0072596943658464865,0.0631647657310561,0.9283523204156193,0.0011422549918595787,1386.0527029358839,./data\source\1730_B_21_DE48.npz,B
5,3.016877427036646e-17,1.0,1.0,-0.00574307407443374,0.3466349663589443,7.483449231740251,7.483449231747735,9.453168542242828,0.0,183975916553.28772,0.9345133819909534,0.008879098785180098,0.03620045924577652,0.02013684033166612,0.0002702196464238667,0.0013245745526797494,0.08272770909383387,0.24308683076202475,0.6705621993784298,0.0022986862130319535,1002.2102466039188,./data\source\1730_B_21_FE.npz,B
6,-1.2652710328251388e-17,1.0,1.0,0.018989259697264393,0.9322945649538301,6.140720126564096,6.140720126570237,8.13486412001351,0.0,177249135193.97778,0.9635138487799587,0.032754508582446655,0.003283116549533209,0.0004452223608313874,3.30372723007304e-06,6.37099868581854e-05,0.0005805747603653465,0.0040970791196042146,0.9948300264315362,0.0004286097016361819,2850.724062685975,./data\source\1730_B_28_DE12.npz,B
7,1.4809823718893034e-18,1.0,1.0,0.0035280663337018446,-0.11333386183082261,4.671392226854198,4.6713922268588695,5.821504336242533,0.0,188542468929.16205,0.9563443525596497,0.019406901516048142,0.011971719882355325,0.012183326104370581,9.369988456868458e-05,0.0003073435435967978,0.02687075515298022,0.06693078143944642,0.905532608698321,0.0003585111652210702,1382.471078204535,./data\source\1730_B_7_DE12.npz,B
8,3.13387792923909e-17,1.0,1.0,-0.0011373793102028601,0.04659074467338886,4.681059316344041,4.681059316348723,5.882149009983242,0.0,188956821383.35104,0.946655285710346,0.023152304475528365,0.018652081923276498,0.009919013751114026,0.0016213141397351393,0.0002824109174567089,0.03306746331268954,0.08764671555611123,0.8722951217596423,0.006708288454100058,2889.851610545998,./data\source\1730_B_7_DE48.npz,B
9,-1.0257146134073061e-17,0.9999999999999998,0.9999999999999998,-0.006362337615859196,4.031717626622905,11.764291572538914,11.764291572550677,15.459828284690317,0.0,179057446913.5076,0.9322656990825012,0.014797112430758135,0.0171509897062753,0.035300415059721424,0.00048578372074357983,0.002963116833639354,0.041349631959717574,0.2536862805198324,0.697652410344665,0.004348560342145674,1072.2621976695605,./data\source\1730_B_7_FE.npz,B
